phase,block,id,short_id,game_type,points,drule,drule_error_2d,drule_error_1d_a,drule_error_1d_b,drule_error_1d,rewards_approached,punishment_approached
0,3,sim-796,sim-796,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-796,sim-796,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-796,sim-796,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-796,sim-796,duo,10,neither,2.0,2.0,6.0,2.0,10,0
2,1,sim-796,sim-796,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-796,sim-796,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-796,sim-796,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-796,sim-796,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-796,sim-796,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-682,sim-682,duo,-2,neither,11.0,7.0,7.0,7.0,2,1
0,1,sim-682,sim-682,duo,10,neither,2.0,2.0,6.0,2.0,10,0
0,2,sim-682,sim-682,duo,5,neither,4.0,2.0,8.0,2.0,9,1
0,3,sim-682,sim-682,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-682,sim-682,duo,9,1d_a,3.0,1.0,7.0,1.0,9,0
1,1,sim-682,sim-682,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-682,sim-682,duo,7,neither,2.0,4.0,6.0,4.0,11,1
2,1,sim-682,sim-682,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-682,sim-682,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-682,sim-682,duo,8,2d,1.0,5.0,5.0,5.0,12,1
3,0,sim-682,sim-682,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-682,sim-682,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-805,sim-805,duo,4,1d_a,5.0,1.0,9.0,1.0,8,1
0,1,sim-805,sim-805,duo,9,1d_a,3.0,1.0,7.0,1.0,9,0
0,2,sim-805,sim-805,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,3,sim-805,sim-805,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,0,sim-805,sim-805,duo,-4,neither,4.0,8.0,8.0,8.0,12,4
1,1,sim-805,sim-805,duo,-4,neither,4.0,8.0,8.0,8.0,12,4
2,0,sim-805,sim-805,duo,7,neither,2.0,4.0,6.0,4.0,11,1
2,1,sim-805,sim-805,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-805,sim-805,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-805,sim-805,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-805,sim-805,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-805,sim-805,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-483,sim-483,duo,-2,neither,8.0,8.0,6.0,6.0,6,2
0,1,sim-483,sim-483,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,2,sim-483,sim-483,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-483,sim-483,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,0,sim-483,sim-483,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-483,sim-483,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-483,sim-483,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,1,sim-483,sim-483,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-483,sim-483,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-483,sim-483,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-483,sim-483,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-483,sim-483,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-361,sim-361,duo,3,neither,6.0,6.0,6.0,6.0,7,1
0,1,sim-361,sim-361,duo,5,neither,4.0,2.0,8.0,2.0,9,1
0,2,sim-361,sim-361,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-361,sim-361,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-361,sim-361,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-361,sim-361,duo,9,1d_a,3.0,1.0,7.0,1.0,9,0
2,0,sim-361,sim-361,duo,10,neither,2.0,2.0,6.0,2.0,10,0
2,1,sim-361,sim-361,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-361,sim-361,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-361,sim-361,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-361,sim-361,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-361,sim-361,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-839,sim-839,duo,-6,neither,12.0,8.0,8.0,8.0,2,2
0,1,sim-839,sim-839,duo,4,neither,8.0,4.0,4.0,4.0,4,0
0,2,sim-839,sim-839,duo,7,1d_b,5.0,7.0,1.0,1.0,7,0
0,3,sim-839,sim-839,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-839,sim-839,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-839,sim-839,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-839,sim-839,duo,4,1d_b,5.0,9.0,1.0,1.0,8,1
2,1,sim-839,sim-839,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-839,sim-839,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-839,sim-839,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-839,sim-839,duo,-4,neither,4.0,8.0,8.0,8.0,12,4
3,1,sim-839,sim-839,duo,0,neither,3.0,7.0,7.0,7.0,12,3
0,0,sim-237,sim-237,duo,2,neither,4.0,6.0,6.0,6.0,10,2
0,1,sim-237,sim-237,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,2,sim-237,sim-237,duo,9,1d_b,3.0,7.0,1.0,1.0,9,0
0,3,sim-237,sim-237,duo,7,neither,2.0,6.0,4.0,4.0,11,1
1,0,sim-237,sim-237,duo,10,neither,2.0,6.0,2.0,2.0,10,0
1,1,sim-237,sim-237,duo,10,neither,2.0,6.0,2.0,2.0,10,0
2,0,sim-237,sim-237,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,1,sim-237,sim-237,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-237,sim-237,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-237,sim-237,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-237,sim-237,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-237,sim-237,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-628,sim-628,duo,6,neither,3.0,7.0,5.0,5.0,10,1
0,1,sim-628,sim-628,duo,7,neither,2.0,6.0,4.0,4.0,11,1
0,2,sim-628,sim-628,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-628,sim-628,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,0,sim-628,sim-628,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-628,sim-628,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-628,sim-628,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-628,sim-628,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-628,sim-628,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-628,sim-628,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-628,sim-628,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-628,sim-628,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-958,sim-958,duo,-1,neither,7.0,7.0,7.0,7.0,7,2
0,1,sim-958,sim-958,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,2,sim-958,sim-958,duo,5,neither,4.0,2.0,8.0,2.0,9,1
0,3,sim-958,sim-958,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-958,sim-958,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-958,sim-958,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-958,sim-958,duo,11,2d,1.0,3.0,5.0,3.0,11,0
2,1,sim-958,sim-958,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-958,sim-958,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-958,sim-958,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-958,sim-958,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-958,sim-958,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-583,sim-583,duo,0,neither,9.0,7.0,5.0,5.0,4,1
0,1,sim-583,sim-583,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,2,sim-583,sim-583,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,3,sim-583,sim-583,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,0,sim-583,sim-583,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-583,sim-583,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-583,sim-583,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,1,sim-583,sim-583,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-583,sim-583,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-583,sim-583,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-583,sim-583,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-583,sim-583,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-273,sim-273,duo,2,neither,4.0,6.0,6.0,6.0,10,2
0,1,sim-273,sim-273,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,2,sim-273,sim-273,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-273,sim-273,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,0,sim-273,sim-273,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-273,sim-273,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-273,sim-273,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,1,sim-273,sim-273,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-273,sim-273,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-273,sim-273,duo,8,2d,1.0,5.0,5.0,5.0,12,1
3,0,sim-273,sim-273,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-273,sim-273,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-202,sim-202,duo,1,neither,5.0,7.0,5.0,5.0,9,2
0,1,sim-202,sim-202,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,2,sim-202,sim-202,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-202,sim-202,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-202,sim-202,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-202,sim-202,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-202,sim-202,duo,10,neither,2.0,6.0,2.0,2.0,10,0
2,1,sim-202,sim-202,duo,7,neither,2.0,6.0,4.0,4.0,11,1
2,2,sim-202,sim-202,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-202,sim-202,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-202,sim-202,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-202,sim-202,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,0,sim-014,sim-014,duo,2,neither,7.0,3.0,9.0,3.0,6,1
0,1,sim-014,sim-014,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,2,sim-014,sim-014,duo,5,neither,4.0,2.0,8.0,2.0,9,1
0,3,sim-014,sim-014,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-014,sim-014,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-014,sim-014,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-014,sim-014,duo,10,neither,2.0,2.0,6.0,2.0,10,0
2,1,sim-014,sim-014,duo,7,neither,2.0,4.0,6.0,4.0,11,1
2,2,sim-014,sim-014,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-014,sim-014,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-014,sim-014,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-014,sim-014,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-428,sim-428,duo,-4,neither,10.0,12.0,6.0,6.0,4,2
0,1,sim-428,sim-428,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,2,sim-428,sim-428,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-428,sim-428,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-428,sim-428,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-428,sim-428,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-428,sim-428,duo,9,1d_b,3.0,7.0,1.0,1.0,9,0
2,1,sim-428,sim-428,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-428,sim-428,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-428,sim-428,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-428,sim-428,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-428,sim-428,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-240,sim-240,duo,0,neither,9.0,9.0,5.0,5.0,4,1
0,1,sim-240,sim-240,duo,7,1d_b,5.0,7.0,1.0,1.0,7,0
0,2,sim-240,sim-240,duo,5,neither,4.0,8.0,2.0,2.0,9,1
0,3,sim-240,sim-240,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-240,sim-240,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-240,sim-240,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-240,sim-240,duo,9,1d_b,3.0,7.0,1.0,1.0,9,0
2,1,sim-240,sim-240,duo,7,neither,2.0,6.0,4.0,4.0,11,1
2,2,sim-240,sim-240,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-240,sim-240,duo,8,2d,1.0,5.0,5.0,5.0,12,1
3,0,sim-240,sim-240,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-240,sim-240,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-085,sim-085,duo,4,1d_b,5.0,9.0,1.0,1.0,8,1
0,1,sim-085,sim-085,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,2,sim-085,sim-085,duo,4,1d_b,5.0,9.0,1.0,1.0,8,1
0,3,sim-085,sim-085,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-085,sim-085,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-085,sim-085,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-085,sim-085,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,1,sim-085,sim-085,duo,7,neither,2.0,6.0,4.0,4.0,11,1
2,2,sim-085,sim-085,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-085,sim-085,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-085,sim-085,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-085,sim-085,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-533,sim-533,duo,4,neither,2.0,6.0,6.0,6.0,12,2
0,1,sim-533,sim-533,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,2,sim-533,sim-533,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,3,sim-533,sim-533,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,0,sim-533,sim-533,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-533,sim-533,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-533,sim-533,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,1,sim-533,sim-533,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-533,sim-533,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-533,sim-533,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-533,sim-533,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-533,sim-533,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-173,sim-173,duo,4,1d_b,5.0,9.0,1.0,1.0,8,1
0,1,sim-173,sim-173,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,2,sim-173,sim-173,duo,4,1d_b,5.0,9.0,1.0,1.0,8,1
0,3,sim-173,sim-173,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-173,sim-173,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-173,sim-173,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-173,sim-173,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,1,sim-173,sim-173,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-173,sim-173,duo,7,neither,2.0,6.0,4.0,4.0,11,1
2,3,sim-173,sim-173,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-173,sim-173,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-173,sim-173,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-290,sim-290,duo,1,neither,8.0,4.0,8.0,4.0,5,1
0,1,sim-290,sim-290,duo,9,1d_a,3.0,1.0,7.0,1.0,9,0
0,2,sim-290,sim-290,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,3,sim-290,sim-290,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,0,sim-290,sim-290,duo,11,2d,1.0,3.0,5.0,3.0,11,0
1,1,sim-290,sim-290,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-290,sim-290,duo,11,2d,1.0,3.0,5.0,3.0,11,0
2,1,sim-290,sim-290,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-290,sim-290,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-290,sim-290,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-290,sim-290,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-290,sim-290,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,0,sim-486,sim-486,duo,0,neither,9.0,7.0,7.0,7.0,4,1
0,1,sim-486,sim-486,duo,4,1d_b,5.0,9.0,1.0,1.0,8,1
0,2,sim-486,sim-486,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-486,sim-486,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-486,sim-486,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-486,sim-486,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-486,sim-486,duo,10,neither,2.0,6.0,2.0,2.0,10,0
2,1,sim-486,sim-486,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-486,sim-486,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-486,sim-486,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-486,sim-486,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-486,sim-486,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-330,sim-330,duo,6,neither,3.0,5.0,7.0,5.0,10,1
0,1,sim-330,sim-330,duo,4,1d_a,5.0,1.0,9.0,1.0,8,1
0,2,sim-330,sim-330,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-330,sim-330,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-330,sim-330,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-330,sim-330,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-330,sim-330,duo,11,2d,1.0,3.0,5.0,3.0,11,0
2,1,sim-330,sim-330,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-330,sim-330,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-330,sim-330,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-330,sim-330,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-330,sim-330,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-684,sim-684,duo,-1,neither,7.0,7.0,7.0,7.0,7,2
0,1,sim-684,sim-684,duo,11,2d,1.0,3.0,5.0,3.0,11,0
0,2,sim-684,sim-684,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-684,sim-684,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,0,sim-684,sim-684,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-684,sim-684,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-684,sim-684,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,1,sim-684,sim-684,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-684,sim-684,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-684,sim-684,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-684,sim-684,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-684,sim-684,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-319,sim-319,duo,1,neither,8.0,6.0,4.0,4.0,5,1
0,1,sim-319,sim-319,duo,9,1d_b,3.0,7.0,1.0,1.0,9,0
0,2,sim-319,sim-319,duo,7,neither,2.0,6.0,4.0,4.0,11,1
0,3,sim-319,sim-319,duo,10,neither,2.0,6.0,2.0,2.0,10,0
1,0,sim-319,sim-319,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-319,sim-319,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-319,sim-319,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,1,sim-319,sim-319,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-319,sim-319,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-319,sim-319,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-319,sim-319,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-319,sim-319,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-455,sim-455,duo,-2,neither,8.0,6.0,8.0,6.0,6,2
0,1,sim-455,sim-455,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,2,sim-455,sim-455,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-455,sim-455,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-455,sim-455,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-455,sim-455,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-455,sim-455,duo,11,2d,1.0,3.0,5.0,3.0,11,0
2,1,sim-455,sim-455,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-455,sim-455,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-455,sim-455,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-455,sim-455,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-455,sim-455,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-250,sim-250,duo,5,neither,4.0,8.0,2.0,2.0,9,1
0,1,sim-250,sim-250,duo,4,1d_b,5.0,9.0,1.0,1.0,8,1
0,2,sim-250,sim-250,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-250,sim-250,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-250,sim-250,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-250,sim-250,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-250,sim-250,duo,9,1d_b,3.0,7.0,1.0,1.0,9,0
2,1,sim-250,sim-250,duo,7,neither,2.0,6.0,4.0,4.0,11,1
2,2,sim-250,sim-250,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-250,sim-250,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-250,sim-250,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-250,sim-250,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-847,sim-847,duo,-2,neither,11.0,7.0,7.0,7.0,2,1
0,1,sim-847,sim-847,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,2,sim-847,sim-847,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-847,sim-847,duo,5,neither,4.0,2.0,8.0,2.0,9,1
1,0,sim-847,sim-847,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-847,sim-847,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-847,sim-847,duo,10,neither,2.0,2.0,6.0,2.0,10,0
2,1,sim-847,sim-847,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-847,sim-847,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-847,sim-847,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-847,sim-847,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-847,sim-847,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-280,sim-280,duo,-2,neither,11.0,11.0,7.0,7.0,2,1
0,1,sim-280,sim-280,duo,4,1d_b,5.0,9.0,1.0,1.0,8,1
0,2,sim-280,sim-280,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-280,sim-280,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-280,sim-280,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-280,sim-280,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-280,sim-280,duo,9,1d_b,3.0,7.0,1.0,1.0,9,0
2,1,sim-280,sim-280,duo,7,neither,2.0,6.0,4.0,4.0,11,1
2,2,sim-280,sim-280,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-280,sim-280,duo,8,2d,1.0,5.0,5.0,5.0,12,1
3,0,sim-280,sim-280,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-280,sim-280,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-456,sim-456,duo,0,neither,6.0,8.0,6.0,6.0,8,2
0,1,sim-456,sim-456,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,2,sim-456,sim-456,duo,11,2d,1.0,5.0,3.0,3.0,11,0
0,3,sim-456,sim-456,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,0,sim-456,sim-456,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-456,sim-456,duo,12,2d,0.0,4.0,4.0,4.0,12,0
